recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-AC0D1B8C4852,UPL-CE02A6AB5E49:S072,2A,C-EO,guideline_acc_aha_scai,CABG Strategy,"In patients with symptomatic recurrent diffuse ISR with an indication for revascularization, CABG can be useful over repeat PCI to reduce recurrent events",symptomatic recurrent diffuse ISR,,symptomatic,,,,,,CABG,repeat PCI to reduce recurrent events,reduce recurrent events,recurrent diffuse ISR with an indication for,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.39 line-table COR 2A LOE C-EO,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.94,recommendation-language; cor:2a; loe:c-eo; population-extracted; intervention-extracted; source-locator; clinical-entities,population:symptomatic recurrent diffuse ISR; intervention:CABG; comparator:repeat PCI to reduce recurrent events; outcome:reduce recurrent events; condition:recurrent diffuse ISR with an indication for,symptomatic recurrent diffuse ISR; recurrent diffuse ISR with an indication for,symptomatic recurrent diffuse ISR,symptomatic,,,,,,recurrent diffuse ISR with an indication for,population:symptomatic recurrent diffuse ISR [eq] | clinical_state:symptomatic [eq] | condition:recurrent diffuse ISR with an indication for [contains],CABG,recurrent diffuse ISR with an indication for,,reduce recurrent events
GR-B07B147DA483,UPL-CE02A6AB5E49:S055,1,B-NR,guideline_acc_aha_scai,Revascularization Strategy,"In patients with ventricular fibrillation, polymorphic ventricular tachycardia (VT), or cardiac arrest, revascularization of significant CAD is recommended to improve survival",ventricular fibrillation,CAD,,significant,,,,,revascularization of significant CAD,,improve survival,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.33 line-table COR 1 LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.94,recommendation-language; cor:1; loe:b-nr; population-extracted; intervention-extracted; source-locator; clinical-entities,population:ventricular fibrillation; intervention:revascularization of significant CAD; outcome:improve survival,ventricular fibrillation,ventricular fibrillation,,CAD,,,,,,population:ventricular fibrillation [eq] | disease:CAD [eq],revascularization of significant CAD is recommended,,,improve survival
GR-B19A9DFC5149,UPL-CE02A6AB5E49:S078,1,C-EO,guideline_acc_aha_scai,PCI Strategy,"In patients undergoing PCI, administration of intravenous unfractionated heparin (UFH) is useful to reduce ischemic events",undergoing,,,,,,,,,,reduce ischemic events,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.44 line-table COR 1 LOE C-EO,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.82,recommendation-language; cor:1; loe:c-eo; population-extracted; source-locator,population:undergoing; outcome:reduce ischemic events,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,reduce ischemic events
GR-B1A308168235,UPL-CE02A6AB5E49:S061,1,A,guideline_acc_aha_scai,PCI Strategy,"In patients undergoing PCI, DES should be used in preference to BMS to prevent restenosis, MI, or acute stent thrombosis",undergoing,,,,,,,,,"BMS to prevent restenosis, MI, or acute stent thrombosis",,,,acute,acute,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.35 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.9,recommendation-language; cor:1; loe:a; population-extracted; source-locator; temporal-qualifiers; clinical-entities,"population:undergoing; comparator:BMS to prevent restenosis, MI, or acute stent thrombosis; temporal_qualifier:acute",undergoing,undergoing,,,,,,,,population:undergoing [eq],,acute,,
GR-B23C655C697C,UPL-CE02A6AB5E49:S138,,,guideline_acc_aha_scai,CABG Strategy,Emergency CABG to restore flow to the infarct artery after failed PCI should be considered only in patients with ongoing ischemia and a large area of myocardium at risk,,,ongoing ischemia,,,,,,,,,,,emergency,Emergency,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.18 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:Emergency,,,ongoing ischemia,,,,,,,clinical_state:ongoing ischemia [eq],,Emergency,,
GR-B2458A5DA2CB,UPL-CE02A6AB5E49:S089,2A,B-R,guideline_acc_aha_scai,General Coronary Revascularization,"In patients with significant calcification of the aorta, the use of techniques to avoid aortic manipulation (off-pump techniques or beating heart) is reasonable to decrease the incidence of perioperative stroke when performed by experienced surgeons",significant calcification of the aorta,,,significant,,,,,the use of techniques to avoid aortic manipulation (off-pump techniques or beating heart),,,performed by experienced surgeons,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.49 line-table COR 2A LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.94,recommendation-language; cor:2a; loe:b-r; population-extracted; intervention-extracted; source-locator; clinical-entities,population:significant calcification of the aorta; intervention:the use of techniques to avoid aortic manipulation (off-pump techniques or beating heart); condition:performed by experienced surgeons,significant calcification of the aorta; performed by experienced surgeons,significant calcification of the aorta,,,,,,,performed by experienced surgeons,population:significant calcification of the aorta [eq] | condition:performed by experienced surgeons [contains],the use of techniques to avoid aortic manipulation (off-pump techniques or beating heart) is reasonable,performed by experienced surgeons,,
GR-B26EB532E8CB,UPL-CE02A6AB5E49:S091,1,B-R,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, an intraoperative continuous insulin infusion should be initiated to maintain serum glucose level <180 mg/dL to reduce sternal wound infection",undergoing,,,,,,,intra-operative,,,reduce sternal wound infection,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.49 line-table COR 1 LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-b",0.82,recommendation-language; cor:1; loe:b-r; population-extracted; source-locator,population:undergoing; outcome:reduce sternal wound infection,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,reduce sternal wound infection
GR-B2C86AD7781E,UPL-CE02A6AB5E49:S040,2A,B-NR,guideline_acc_aha_scai,PCI Strategy,"In patients with diabetes who have multivessel CAD amenable to PCI and an indication for revascularization and are poor candidates for surgery, PCI can be useful to reduce long-term ischemic outcomes",diabetes,multivessel CAD,,multivessel,,,,,PCI,,reduce long-term ischemic outcomes,multivessel CAD amenable to,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.28 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.94,recommendation-language; cor:2a; loe:b-nr; population-extracted; intervention-extracted; source-locator; clinical-entities,population:diabetes; intervention:PCI; outcome:reduce long-term ischemic outcomes; condition:multivessel CAD amenable to,diabetes; multivessel CAD amenable to,diabetes,,multivessel CAD,,,,,multivessel CAD amenable to,population:diabetes [eq] | disease:multivessel CAD [eq] | condition:multivessel CAD amenable to [contains],PCI,multivessel CAD amenable to,,reduce long-term ischemic outcomes
GR-B5508A95447F,UPL-CE02A6AB5E49:S006,1,A,guideline_acc_aha_scai,Physiology and Complexity Assessment,"In patients with angina or an anginal equivalent, undocumented ischemia, and angiographically intermediate stenoses, the use of fractional flow reserve (FFR) or instantaneous wave-free ratio (iFR) is recommended to guide the decision to proceed with PCI",angina or an anginal equivalent,angina,,intermediate,,,,,the use of fractional flow reserve (FFR) or instantaneous wave-free ratio (iFR),,guide the decision to proceed with PCI,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.14 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.94,recommendation-language; cor:1; loe:a; population-extracted; intervention-extracted; source-locator; clinical-entities,population:angina or an anginal equivalent; intervention:the use of fractional flow reserve (FFR) or instantaneous wave-free ratio (iFR); outcome:guide the decision to proceed with PCI,angina or an anginal equivalent,angina or an anginal equivalent,,angina,,,,,,population:angina or an anginal equivalent [eq] | disease:angina [eq],the use of fractional flow reserve (FFR) or instantaneous wave-free ratio (iFR) is recommended,,,guide the decision to proceed with PCI
GR-B7267447D25B,UPL-CE02A6AB5E49:S172,,,guideline_acc_aha_scai,Heart Team,The logistics of convening the Heart Team should depend on local resources and workflows,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.12 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:The logistics of convening the Heart Team should depend on local resources and workflows,,,,,,,,,,,,,,
GR-B78EA6253231,UPL-CE02A6AB5E49:S085,2A,B-NR,guideline_acc_aha_scai,CABG Strategy,"In patients undergoing CABG, bilateral IMA (BIMA) grafting by experienced operators can be beneficial in appropriate patients to improve long-term cardiac outcomes",undergoing,,,,,,,,,,improve long-term cardiac outcomes,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.46 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.82,recommendation-language; cor:2a; loe:b-nr; population-extracted; source-locator,population:undergoing; outcome:improve long-term cardiac outcomes,undergoing,undergoing,,,,,,,,population:undergoing [eq],,,,improve long-term cardiac outcomes
GR-B85A860667FC,UPL-CE02A6AB5E49:S070,2B,B-R,guideline_acc_aha_scai,General Coronary Revascularization,"For this reason, shared decision-making should inform the treatment of patients with refractory angina despite GDMT with remaining CTO coronary lesion, with careful discussions of the limitations of treating these lesions, as well as the potential benefits",,angina,refractory angina,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.39 line-table COR 2B LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.74,recommendation-language; cor:2b; loe:b-r; source-locator,"statement:For this reason, shared decision-making should inform the treatment of patients with refractory angina despite GDMT with",,,refractory angina,angina,,,,,,clinical_state:refractory angina [eq] | disease:angina [eq],,,,
GR-BFDACBAFFD6E,UPL-CE02A6AB5E49:S079,1,C-LD,guideline_acc_aha_scai,PCI Strategy,"In patients with heparin-induced thrombocytopenia undergoing PCI, bivalirudin or argatroban should be used to replace UFH to avoid thrombotic complications",heparin-induced thrombocytopenia undergoing,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.44 line-table COR 1 LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.82,recommendation-language; cor:1; loe:c-ld; population-extracted; source-locator,population:heparin-induced thrombocytopenia undergoing,heparin-induced thrombocytopenia undergoing,heparin-induced thrombocytopenia undergoing,,,,,,,,population:heparin-induced thrombocytopenia undergoing [eq],,,,
GR-C50F5D192FA9,UPL-CE02A6AB5E49:S136,,,guideline_acc_aha_scai,PCI Strategy,This information should be balanced by the potential for “harm” when PCI of a totally occluded artery is performed more than 24 hours after symptom onset,,,,totally occluded,,symptom onset,,,,,,PCI of a totally occluded artery is performed more than 24 hours after symptom onset,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.18 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:PCI of a totally occluded artery is performed more than 24 hours after symptom onset,PCI of a totally occluded artery is performed more than 24 hours after symptom onset,,,,,symptom onset,,,PCI of a totally occluded artery is performed more than 24 hours after symptom onset,event_anchor:symptom onset [eq] | condition:PCI of a totally occluded artery is performed more than 24 hours after symptom onset [contains],,PCI of a totally occluded artery is performed more than 24 hours after symptom onset,,
GR-C52D5B875B71,UPL-CE02A6AB5E49:S026,2A,B-NR,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with NSTE-ACS who have failed PCI and have ongoing ischemia, hemodynamic compromise, or threatened occlusion of an artery with substantial myocardium at risk, who are appropriate candidates for CABG, emergency CABG is reasonable",NSTE-ACS,NSTE-ACS,ongoing ischemia,,,,,,,,,failed,,emergency,emergency,2026-04-24T05:27:57.103783+00:00,nste-acs,Cirugia Cardiovascular,Revascularizacion Coronaria,p.21 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.9,recommendation-language; cor:2a; loe:b-nr; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:NSTE-ACS; condition:failed; temporal_qualifier:emergency,NSTE-ACS; failed,NSTE-ACS,ongoing ischemia,NSTE-ACS,,,,,failed,population:NSTE-ACS [eq] | clinical_state:ongoing ischemia [eq] | disease:NSTE-ACS [eq] | condition:failed [contains],is reasonable,emergency; failed,,
GR-CA3CB1FB9EE5,UPL-CE02A6AB5E49:S110,1,A,guideline_acc_aha_scai,Revascularization Strategy,"In patients who use tobacco and have undergone coronary revascularization, a combination of behavioral interventions plus pharmacotherapy is recommended to maximize cessation and reduce adverse cardiac events",use tobacco and have undergone,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.57 line-table COR 1 LOE A,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-a",0.82,recommendation-language; cor:1; loe:a; population-extracted; source-locator,population:use tobacco and have undergone,use tobacco and have undergone,use tobacco and have undergone,,,,,,,,population:use tobacco and have undergone [eq],is recommended,,,
